id,portal,title,property_type,canon,admin_fee,total_price,price_per_m2,neighborhood,zone,address,area_m2,bedrooms,bathrooms,parking,stratum,url,contact_phone,contact_whatsapp,contact_agency,contact_agent_name,images_count,main_image,verified,description
MQ-2398-M6963400,Metrocuadrado,"Apartamento en Arriendo, Los Alpes, Barranquilla",Apartamento,2000000,0,2000000,39216,Los Alpes,Noroccidente,"Los Alpes, Barranquilla",51.0,1,1,1,5,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-barranquilla-los-alpes-1-habitaciones-1-banos-1-garajes/2398-M6963400,6052517194,573169571403,INURBANAS S.A.S.,Asesor Comercial,12,https://multimedia.metrocuadrado.com/2398-M6963400/2398-M6963400_13.jpg,True,"CÓDIGO INTERNO 23920 – CANON INCLUYE ADMINISTRACIÓN. APARTAMENTO EN EXCELENTE ESTADO CONSTA 1 ALCOBA, 1 BAÑO, SALA COMEDOR, COCINA INTEGRAL, BALCÓN, CITOFONO Y PISO EN PORCELANATO. ADEMÁS, CUENTA CON PARQUEADERO PARA VISITANTE, ASCENSOR, PISCINA, ZONA BBQ, PUERTA DE SEGURIDAD, CUARTO DE COMPENSADORA"
MQ-2361-M6471312,Metrocuadrado,"Apartamento en Arriendo, La Cumbre, Barranquilla",Apartamento,2000000,0,2000000,40000,La Cumbre,Noroccidente,"La Cumbre, Barranquilla",50.0,1,1,0,5,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-barranquilla-la-cumbre-1-habitaciones-1-banos/2361-M6471312,3208899956,573103727777,BIENCO INMOBILIARIA,Asesor Comercial,10,https://multimedia.metrocuadrado.com/2361-M6471312/2361-M6471312_31.jpg,True,"Descubre esta elegante casa en arriendo con una habitación, baño y parqueadero en una ubicación privilegiada. Con un diseño moderno y funcional, cuenta con aire acondicionado, amoblado de alta calidad, blackout en todas las ventanas y un amplio closet en la habitación. La cocina integral mixta es pe"
MQ-671-M7081316,Metrocuadrado,"Apartamento en Arriendo, Alto Prado, Barranquilla",Apartamento,1612000,388000,2000000,40816,Alto Prado,Norte,"Alto Prado, Barranquilla",49.0,1,1,1,6,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-barranquilla-alto-prado-1-habitaciones-1-banos-1-garajes/671-M7081316,3104736731,573160232662,Inmobiliaria,Agencia Arenas Arenas,12,https://multimedia.metrocuadrado.com/671-M7081316/671-M7081316_1.jpg,True,"Apartamento en arriendo, ubicado en el sector de Alto Prado, en un edificio con vigilancia privada las 24 Horas y zonas sociales de entretenimiento, piscina, gimnasio, salón comunal, el edificio cuenta con 10 y el apartamento se encuentra ubicado en el piso 2, con un área construida aproximada de 49"
MQ-MC6899105,Metrocuadrado,"Apartamento en Arriendo, ALTOS DE RIOMAR   Noroccidente, Barranquilla",Apartamento,2000000,0,2000000,40816,Altos de Riomar,Noroccidente,"Altos de Riomar, Barranquilla",49.0,1,1,1,5,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-barranquilla-cr.-jardines-de-tivoli-1-habitaciones-1-banos-1-garajes/MC6899105,3006961214,573006961214,Persona natural,KOKY RIBON,12,https://multimedia.metrocuadrado.com/MC6899105/MC6899105_45.jpg,True,"Apto en barranquilla, se renta sin amoblar. A un paso de  Buenavista tiene aires, estrato cinco, piscina, gym, salón social, parqueadero propio y visitante, balcón , vigilancia 24 horas."
MQ-MC5761303,Metrocuadrado,"Apartamento en Arriendo, VILLA COUNTRY   Noroccidente, Barranquilla",Apartamento,2000000,0,2000000,44444,Villa Country,Noroccidente,"Villa Country, Barranquilla",45.0,1,1,1,6,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-barranquilla-villa-country-1-habitaciones-1-banos-1-garajes/MC5761303,3153254955,573153254955,Persona natural,Maria Consuelo Juliao,9,https://multimedia.metrocuadrado.com/MC5761303/MC5761303_2.jpg,True,"Apartamento de 45 mts en muy buen estado, en una muy buena zona en Barranquilla (Villa Country), con dos ambientes, muy iluminado. Se arrienda con aires acondicionados, nevera, lavadora y blackouts. El canon incluye la administración"
MQ-671-M5852807,Metrocuadrado,"Apartamento en Arriendo, Paraiso, Barranquilla",Apartamento,1743351,257500,2000851,40017,Paraiso,Norte,"Paraiso, Barranquilla",50.0,3,2,0,4,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-barranquilla-paraiso-3-habitaciones-2-banos/671-M5852807,3104736731,573160232662,Inmobiliaria,Agencia Arenas Arenas,24,https://multimedia.metrocuadrado.com/671-M5852807/671-M5852807_85.jpg,True,"Apartamento en arriendo  en la ciudad de Barranquilla ubicado en el barrio Paraíso, en un edificio con vigilancia privada las 24 Horas y zonas sociales de entretenimiento piscina, canchas deportivas, salon comunal, el edificio cuenta con 14 pisos, el apartamento se encuentra ubicado en el piso 11, c"
FR-192111721,Finca Raiz,"Apartamento en  Arriendo en Paraiso, Barranquilla",Apartamento,2100000,0,2100000,16935,Paraiso,Norte,"Cra. 63 #77C-177, Riomar, Barranquilla, Atlántico, Colombia",124.0,3,3,1,4,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-paraiso-barranquilla/192111721,+5731,,INMOBILIARIA CHAVEZ JG SAS,INMOBILIARIA CHAVEZ JG SAS,29,https://cdn2.infocasas.com.uy/repo/img/67caf8c55bd5e_infocdn__oufqrtkvx2s6wmm8hvihyhugdyaa61sx4tpono3zjpg.jpg,True,"¡Vive con comodidad y estilo en el barrio Paraíso! Inmobiliaria Chávez JG tiene para ti este espectacular apartamento en arriendo ?   Piso 2 – Amplio, fresco e iluminado Perfecto para disfrutar en familia  ✨ Características destacadas: ▫️ 3 habitaciones con clóset ▫️ 2 baños internos + 1 baño social"
MQ-710-M5592277,Metrocuadrado,"Apartamento en Arriendo, Villa Carolina, Barranquilla",Apartamento,2100000,0,2100000,18750,Villa Carolina,Norte,"Villa Carolina, Barranquilla",112.0,4,4,0,3,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-barranquilla-villa-carolina-4-habitaciones-4-banos/710-M5592277,3204940443,573204940443,Inmobiliaria,BIENES Y PROYECTOS INMOBILIARIOS,12,https://multimedia.metrocuadrado.com/710-M5592277/710-M5592277_281.jpg,True,"Arriendo Apartamento lindo, fresco y amplio, ubicado en buen sector de la ciudad, Barrio Villa Carolina, mide 112m2, estrato 3, segundo piso, 3 alcobas todas con closets, cuarto de servicio con su baño, sala, comedor, cocina integral, área de labores, patio, balcón.  Cerca de este quedan centro come"
MQ-671-M6825607,Metrocuadrado,"Apartamento en Arriendo, Altos De Riomar, Barranquilla",Apartamento,1567700,532300,2100000,19444,Altos de Riomar,Noroccidente,"Altos de Riomar, Barranquilla",108.0,3,3,1,6,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-barranquilla-altos-de-riomar-3-habitaciones-3-banos-1-garajes/671-M6825607,3104736731,573160232662,Inmobiliaria,Agencia Arenas Arenas,12,https://multimedia.metrocuadrado.com/671-M6825607/671-M6825607_39.jpg,True,"Apartamento en arriendo ubicado en el sector de Altos de Riomar, al norte de la Ciudad de Barranquilla, cerca del Centro Comercial Buenavista. El apto cuenta con 108 m2, lado sombra, sala, comedor, hall de alcobas con closet,  3 habitaciones grandes con sus closets, baño privado y auxiliar, cocina i"
MQ-13957-M7059238,Metrocuadrado,"Apartamento en Arriendo, Miramar, Barranquilla",Apartamento,2100000,0,2100000,23333,Miramar,Noroccidente,"Miramar, Barranquilla",90.0,3,2,0,4,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-barranquilla-miramar-3-habitaciones-2-banos/13957-M7059238,3241000082,573014726883,CONINSA RAMON H. S.A.,Asesor Comercial,12,https://multimedia.metrocuadrado.com/13957-M7059238/13957-M7059238_1.jpg,True,"CONINSA ARRIENDA APARTAMENTO EN MIRAMAR Hermoso apartamento de 90 metros, ubicado en el sector de Miramar, Barranquilla. Cuenta con sala-comedor, balcón, cocina, zona de labores, tres alcobas y dos baños. Incluye parqueadero cubierto. El conjunto ofrece vigilancia 24 horas, ascensor, cancha deportiv"
MQ-2398-M6968055,Metrocuadrado,"Apartamento en Arriendo, Miramar, Barranquilla",Apartamento,2100000,0,2100000,29167,Miramar,Noroccidente,"Miramar, Barranquilla",72.0,3,2,1,4,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-barranquilla-miramar-3-habitaciones-2-banos-1-garajes/2398-M6968055,6052517194,573169571403,INURBANAS S.A.S.,Asesor Comercial,12,https://multimedia.metrocuadrado.com/2398-M6968055/2398-M6968055_18.jpg,True,"CÓDIGO INTERNO 19703 – CANON INCLUYE ADMINISTRACIÓN. MODERNO APARTAMENTO CONSTA DE 3 AMPLIAS ALCOBAS, 2 BAÑOS, SALA COMEDOR, BALCÓN, ZONA DE LABORES Y COCINA INTEGRAL ABIERTA. EL EDIFICIO CUENTA CON PISCINA PARA ADULTOS Y CHICOS, ZONA INFANTIL, VIGILANCIA PRIVADA Y SALÓN SOCIAL. SE ENCUENTRA UBICADO"
MQ-671-M6064962,Metrocuadrado,"Apartamento en Arriendo, Los Alpes, Barranquilla",Apartamento,1650000,450000,2100000,31343,Los Alpes,Noroccidente,"Los Alpes, Barranquilla",67.0,2,2,1,5,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-barranquilla-los-alpes-2-habitaciones-2-banos-1-garajes/671-M6064962,3104736731,573160232662,Inmobiliaria,Agencia Arenas Arenas,48,https://multimedia.metrocuadrado.com/671-M6064962/671-M6064962_96.jpg,True,"SEGEBRE INMOBILIARIA ARRIENDA. APARTAMENTO EN BARRANQUILLA. ¡Estrena calidad de vida en un entorno tranquilo y residencial! Este hermoso apartamento, con tan solo 1 año de construido, combina diseño moderno, comodidad y una excelente distribución. Cuenta con 2 habitaciones, 2 baños, sala-comedor aco"
MQ-2361-M6440877,Metrocuadrado,"Apartamento en Arriendo, La Cumbre, Barranquilla",Apartamento,2100000,0,2100000,35000,La Cumbre,Noroccidente,"La Cumbre, Barranquilla",60.0,2,1,1,5,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-barranquilla-la-cumbre-2-habitaciones-1-banos-1-garajes/2361-M6440877,3208899956,573103727777,BIENCO INMOBILIARIA,Asesor Comercial,12,https://multimedia.metrocuadrado.com/2361-M6440877/2361-M6440877_27.jpg,True,"En un tranquilo vecindario se encuentra este encantador apartamento de 2 habitaciones y 1 baño. Al ingresar, te recibirá una cocina integral mixta que te invita a preparar deliciosas comidas. La iluminación natural resalta los detalles del piso en porcelanato, creando un ambiente acogedor en la sala"
MQ-671-M6598454,Metrocuadrado,"Apartamento en Arriendo, San Vicente, Barranquilla",Apartamento,1695000,405000,2100000,50000,San Vicente,Norte,"San Vicente, Barranquilla",42.0,1,1,1,5,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-barranquilla-san-vicente-1-habitaciones-1-banos/671-M6598454,3104736731,573160232662,Inmobiliaria,Agencia Arenas Arenas,24,https://multimedia.metrocuadrado.com/671-M6598454/671-M6598454_16.jpg,True,"Apartamento en arriendoventa  en la ciudad de Barranquilla ubicado en el barrio San Vicente, en un edificio con vigilancia privada las 24 Horas y zonas sociales de entretenimiento gimnasio, salón comunal, el edificio cuenta con 7 pisos, el apartamento se encuentra ubicado en el piso 4, con un área a"
MQ-16743-M6595769,Metrocuadrado,"Apartamento en Arriendo, ALTO PRADO, Barranquilla",Apartamento,1700000,400000,2100000,56757,Alto Prado,Noroccidente,"Alto Prado, Barranquilla",37.0,1,1,1,6,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-barranquilla-altos-del-prado-1-habitaciones-1-banos-1-garajes/16743-M6595769,3118200272,573118200272,Inmobiliaria,HAROLD GIOVANNI JIMENEZ SOLANILLA,12,https://multimedia.metrocuadrado.com/16743-M6595769/16743-M6595769_1.jpg,True,"Hermoso apartamento situado en piso once con excelente vista panorámica, consta de una habitación, un baño, cocina, zona de ropas, un parqueadero y un depósito. Se encuentra ubicado en sector exclusivo. El edificio cuenta con vigilancia 24 hrs, recepción, piscina, salón comunal y gimnasio."
MQ-671-M7051920,Metrocuadrado,"Apartamento en Arriendo, Villa Carolina, Barranquilla",Apartamento,1769043,346702,2115745,30663,Villa Carolina,Norte,"Villa Carolina, Barranquilla",69.0,2,2,1,3,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-barranquilla-villa-carolina-2-habitaciones-2-banos-1-garajes/671-M7051920,3104736731,573160232662,Inmobiliaria,Agencia Arenas Arenas,12,https://multimedia.metrocuadrado.com/671-M7051920/671-M7051920_21.jpg,True,"Apartamento en arriendo ubicado en la ciudad de Barranquilla sector Villa Carolina, en un edificio con vigilancia privada las 24 Horas y zonas sociales de entretenimiento, piscina, salón social, parque infantil, el edificio cuenta con11 pisos y el apartamento se encuentra ubicado en el  piso 7, con "
MQ-21520-M7044795,Metrocuadrado,"Apartamento en Arriendo, Barranquilla Ciudad De Mallorquin, Barranquilla",Apartamento,1900000,217000,2117000,36500,Ciudad de Mallorquin,Noroccidente,"Ciudad de Mallorquin, Barranquilla",58.0,2,2,1,4,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-barranquilla-barranquilla-ciudad-de-mallorquin-2-habitaciones-2-banos-1-garajes/21520-M7044795,3136277944,573136277944,Inmobiliaria,FANNY YUNEZ MEDINA,24,https://multimedia.metrocuadrado.com/21520-M7044795/21520-M7044795_1.jpg,True,"Ubicacion privilegiada en Ciudad Mallorquin, con facil acceso y muy cerca de la Universidad del Norte,y de los mejores centros comerciales de la ciudad.   Apartamento para estrenar ubicado en piso 12, con una vista muy agradable y el gran beneficio de contar con sombra durante todo el dia, lo que ay"
MQ-671-M5557294,Metrocuadrado,"Apartamento en Arriendo, Andalucia, Barranquilla",Apartamento,1607000,543000,2150000,20476,Andalucia,Noroccidente,"Andalucia, Barranquilla",105.0,2,3,1,5,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-barranquilla-andalucia-2-habitaciones-3-banos-1-garajes/671-M5557294,3104736731,573160232662,FINANCAR S.A / Inmobiliaria,Agencia Arenas Arenas,24,https://multimedia.metrocuadrado.com/671-M5557294/671-M5557294_113.jpg,True,"Apartamento en arriendo ubicado en el sector de Andalucía al norte de la Ciudad de Barranquilla, cerca de parques, iglesias, colegios, centro comercial Buenavista y almacenes de cadena. El apto esta en un piso 2 y cuenta con 105 m2, excelentes espacios, lado sombra, sala comedor, hall con closet de "
MQ-18260-M5418911,Metrocuadrado,"Apartamento en Arriendo, Los Alpes, Barranquilla",Apartamento,2150000,0,2150000,53750,Los Alpes,Noroccidente,"Los Alpes, Barranquilla",40.0,1,1,0,5,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-barranquilla-los-alpes-1-habitaciones-1-banos/18260-M5418911,3157227537,573157227537,Inmobiliaria,ELIAS MOISES SAIEH  PACHECO,10,https://multimedia.metrocuadrado.com/18260-M5418911/18260-M5418911_1.jpg,True,"¡Llego el momento! Arrienda con nosotros este apartaestudio tipo loft amoblado de 40 m2 ubicado en sector norte de la ciudad. Cuenta con 1 habitación, sala comedor, cocina semi integral, 1 baño, terraza ¡Ven y asesórate con nosotros!"
MQ-2398-M6940965,Metrocuadrado,"Apartamento en Arriendo, Miramar, Barranquilla",Apartamento,1900000,260300,2160300,36005,Miramar,Noroccidente,"Miramar, Barranquilla",60.0,3,2,0,4,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-barranquilla-miramar-3-habitaciones-2-banos/2398-M6940965,6052517194,573169571403,INURBANAS S.A.S.,Asesor Comercial,12,https://multimedia.metrocuadrado.com/2398-M6940965/2398-M6940965_21.jpg,True,"CANON $1.900.000 INCLUIDA LA ADMINISTRACIÓN. APARTAMENTO CONSTA DE SALA COMEDOR, PUNTO DE CONEXIÓN PARA AIRES, GARAJE COMUNAL, ESTUFA A GAS, RED DE GAS, COCINA INTEGRAL, ÁREA DE LABORES, DIVISIONES EN BAÑOS, BALCÓN, PISO DE PORCELANATO Y LOZA DE CONCRETO. EL CONJUNTO CUENTA CON VIGILANCIA 247, ASCEN"
MERGED-671-M5823987-194177937,Metrocuadrado + Finca Raiz,"Apartamento en Arriendo en San vicente, Barranquilla",Apartamento,1592000,569000,2161000,30871,San Vicente,Norte,Carrera 51 # 84 - 184 Apto 1001 Torre A Edificio TORRES DE CALABRIA,70.0,2,2,1,5,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-barranquilla-san-vicente-2-habitaciones-2-banos-1-garajes/671-M5823987,3104736731,573160232662,Financar S.A. / Inmobiliaria,Agencia Arenas Arenas,51,https://multimedia.metrocuadrado.com/671-M5823987/671-M5823987_37.jpg,True,"Apartamento en arriendoventa en la ciudad de Barranquilla ubicado en el barrio San Vicente, en un edificio con vigilancia privada las 24 Horas y zonas sociales de entretenimiento, el edificio cuenta con 5 pisos, el apartamento cuenta con un área aproximada de 68 mts2 , distribuidos en 2 habitaciones"
MQ-18514-M5804310,Metrocuadrado,"Apartamento en Arriendo, Andalucia, Barranquilla",Apartamento,1900000,265000,2165000,19330,Andalucia,Noroccidente,"Andalucia, Barranquilla",112.0,2,2,1,5,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-barranquilla-andalucia-2-habitaciones-2-banos-1-garajes/18514-M5804310,3228207300,573228207300,Inmobiliaria,CARMEN JULIA SEGEBRE  ELJADUE,12,https://multimedia.metrocuadrado.com/18514-M5804310/18514-M5804310_15.jpg,True,"SEGEBRE INMOBILIARIA VENDE O ARRIENDA Apartamento en Barranquilla. ¡Bienvenido a tu nuevo hogar! en este increíble apartamento de 112 metros cuadrados vas a encontrar 2 habitaciones amplias con closet, 1 baño amplio que comparten estas 2 increíbles habitaciones, sala amplia, comedor, cocina integral"
MQ-9851-M6757768,Metrocuadrado,"Apartamento en Arriendo, Miramar, Barranquilla",Apartamento,1800000,393471,2193471,27080,Miramar,Noroccidente,"Miramar, Barranquilla",81.0,3,2,1,4,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-barranquilla-miramar-3-habitaciones-2-banos-1-garajes/9851-M6757768,6053303333,573176969321,FINANCAR S.A,Asesor Comercial,12,https://multimedia.metrocuadrado.com/9851-M6757768/9851-M6757768_97.jpg,True,"Apartamento amplio, fresco y en excelente estado, ideal para quienes buscan comodidad y tranquilidad en una zona residencial.  Cuenta con espacios cómodos, excelente iluminación y balcón. El edificio ofrece zonas comunes para disfrutar en familia, como piscina y parque infantil.  Ubicado en una zona"
FR-194200685,Finca Raiz,"Apartamento en Arriendo en Granadillo, Barranquilla",Apartamento,1600000,600000,2200000,17188,Granadillo,Norte,Carrera 43 # 84 - 222,128.0,3,2,1,5,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-granadillo-barranquilla/194200685,+5732,,Grupo Arenas,Grupo Arenas,10,https://cdn2.infocasas.com.uy/repo/img/6a9b31733e5b9_infocdn__95143-1-1788377849jpg.jpg,True,"Apartamento en arriendo en la ciudad de Barranquilla ubicado en el barrio Granadillo, en un edificio tradicional con vigilancia, con un área aproximada de 128 mts2 , distribuidos en 3 habitaciones, 2 baños, cocina integral, patio, cuarto de servicio, zona de labores y 1 parqueadero asignado, lado so"
MERGED-20802-M6570172-194162065,Metrocuadrado + Finca Raiz,"Apartamento en Arriendo en Villa country, Barranquilla",Apartamento,1490000,710000,2200000,17600,Villa Country,Noroccidente,Calle 79 # 55 - 120 Apto 6c Edificio NOVATERRA,125.0,3,4,1,6,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-barranquilla-villa-country-3-habitaciones-2-banos-1-garajes/20802-M6570172,3102570697,573102570697,CASARRIENDOS S.A.S. / CONINSA RAMON H. S.A. / FINANCAR S.A / Financar S.A. / Inmobiliaria,Juan Pablo Cerro Garrido,168,https://multimedia.metrocuadrado.com/20802-M6570172/20802-M6570172_1.jpg,True,"Este apartamento en arriendo en el prestigioso barrio Villa Country, estrato 6, es una verdadera joya en una de las zonas más exclusivas. Ubicado en quinto piso sin ascensor, ofrece un ambiente lleno de amplitud, frescura y excelente iluminación natural que se percibe desde el primer momento en que "
MQ-671-M6963980,Metrocuadrado,"Apartamento en Arriendo, Villa Santos, Barranquilla",Apartamento,1600000,600000,2200000,18333,Villa Santos,Noroccidente,"Villa Santos, Barranquilla",120.0,2,2,1,5,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-barranquilla-villa-santos-2-habitaciones-2-banos-1-garajes/671-M6963980,3104736731,573160232662,Inmobiliaria,Agencia Arenas Arenas,12,https://multimedia.metrocuadrado.com/671-M6963980/671-M6963980_41.jpg,True,"Apartamento en arriendo ubicado en la ciudad de Barranquilla en el sector Villa Santos,el apartamento se encuentra en piso 4 con un área de 120.mt2 y consta de 2 amplias habitaciones, 2 baños, 1 parqueadero, buena distribución en sus áreas con amplios y cómodos espacios, fresco y acogedor, su entorn"
FR-193846900,Finca Raiz,Apartamento en Arriendo en San vicente,Apartamento,2200000,0,2200000,24444,San vicente,Noroccidente,"Torres de Calabria, Carrera 51, Riomar, Barranquilla, Atlántico, Colombia",90.0,3,2,1,5,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-san-vicente/193846900,+5730,,SISI BIENES RAICES S.A.S.,SISI BIENES RAICES S.A.S.,14,https://cdn2.infocasas.com.uy/repo/img/6a23402708609_infocdn__3wxu6wagkihgk1zvfdklnoxnhlxnn0nqyyydssiyjpg.jpg,True,"Descubra este espacioso apartamento, estratégicamente ubicado en el prestigioso sector norte de Barranquilla, a pasos de los centros comerciales más exclusivos. Este hogar excepcional ofrece un diseño inteligente con tres amplias alcobas y dos baños completos, una sala luminosa y un comedor elegante"
MQ-9851-M6602266,Metrocuadrado,"Apartamento en Arriendo, Paraiso, Barranquilla",Apartamento,2200000,0,2200000,26190,Paraiso,Norte,"Paraiso, Barranquilla",84.0,3,2,0,4,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-barranquilla-paraiso-3-habitaciones-2-banos/9851-M6602266,6053303333,573176969321,FINANCAR S.A,Asesor Comercial,12,https://multimedia.metrocuadrado.com/9851-M6602266/9851-M6602266_1.jpg,True,"Estrena la vida que siempre has querido en este espectacular apartamento en arriendo, diseñado para brindar confort, estilo y funcionalidad. Cuenta con una amplia sala comedor que se integra perfectamente con una moderna cocina integral, ideal para compartir momentos especiales. Dispone de baño soci"
MERGED-2398-M6620963-193885311,Metrocuadrado + Finca Raiz,"Apartamento en Arriendo, VILLA CAROLINA   Noroccidente, Barranquilla",Apartamento,1895000,305000,2200000,27160,Villa Carolina,Norte,Cra 73 Calle 91 - Palmeras del Parque,81.0,3,2,1,4,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-barranquilla-villa-carolina-3-habitaciones-2-banos-1-garajes/2398-M6620963,6052517194,573169571403,ASESORAR INMOBILIARIA DEL CARIBE S.A.S / FINANCAR S.A / Grupo Arenas / INURBANAS S.A.S. / Inmobiliaria / Persona natural / SOFIA SANABRIA / Tu Espacio Ya,Asesor Comercial,193,https://multimedia.metrocuadrado.com/2398-M6620963/2398-M6620963_57.jpg,True,"En el corazón de Villa Carolina, una de las zonas más codiciadas de Barranquilla, se encuentra este apartamento ideal para quienes buscan un espacio cómodo y funcional para vivir. Construido en el año 2000, este inmueble de estrato 4 combina una ubicación estratégica con un entorno residencial que o"
MERGED-23185-M6821022-193981093,Metrocuadrado + Finca Raiz,"Apartamento en Arriendo en Ciudad Mallorquin, Barranquilla",Apartamento,1950000,250000,2200000,31884,Ciudad Mallorquin,Noroccidente,"Ciudad Mallorquin, Barranquilla",69.0,2,2,2,4,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-barranquilla-villa-santos-2-habitaciones-2-banos-1-garajes/23185-M6821022,3003507337,573003507337,Inmobiliaria / Tu Espacio Ya,CLAUDIA ELVIRA DE JESUS MAURY HERNANDEZ,58,https://multimedia.metrocuadrado.com/23185-M6821022/23185-M6821022_10.jpg,True,"¡Apartamento para estrenar en arriendo en Ciudad Mallorquín! Disfruta de la comodidad de vivir en un moderno apartamento de 68 m², ubicado en Ciudad Mallorquín, Puerto Colombia (Estrato 3), en una zona de alta valorización, a pocos minutos de la Universidad del Norte, el Corredor Universitario, cent"
MQ-671-M7033049,Metrocuadrado,"Apartamento en Arriendo, Paraiso, Barranquilla",Apartamento,1900030,299970,2200000,33333,Paraiso,Norte,"Paraiso, Barranquilla",66.0,3,2,1,4,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-barranquilla-paraiso-3-habitaciones-2-banos-1-garajes/671-M7033049,3104736731,573160232662,Inmobiliaria,Agencia Arenas Arenas,12,https://multimedia.metrocuadrado.com/671-M7033049/671-M7033049_1.jpg,True,"Apartamento en arriendo ubicado en la ciudad de Barranquilla sector Paraiso, en un edificio con vigilancia privada las 24 Horas y zonas sociales de entretenimiento, piscina, salón social, parque infantil, el edificio cuenta con 18 pisos y el apartamento se encuentra ubicado en el  piso 7, con un áre"
FR-194003566,Finca Raiz,"Apartamento en Arriendo en Ciudad jardin, Barranquilla",Apartamento,2200000,0,2200000,37931,Ciudad jardin,Norte,Calle 84c # 42D -160,58.0,2,1,1,4,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-ciudad-jardin-barranquilla/194003566,+5731,,INMOBILIARIA CONTROL URBANO S.A.S.,INMOBILIARIA CONTROL URBANO S.A.S.,11,https://cdn2.infocasas.com.uy/repo/img/6a9676c8c9a5f_infocdn__70-1-1781102313jpg.jpg,True,"¡Excelente oportunidad de inversión en Barranquilla! Apartamento de 58 m² ubicado en el barrio Los Alpes, en la Zona Norte del Centro Histórico, una de las áreas con mayor crecimiento y desarrollo de la ciudad. Construido en 2018, este inmueble ofrece espacios funcionales y una distribución práctica"
MQ-21392-M7032477,Metrocuadrado,"Apartamento en Arriendo, CIUDAD MALLORQUIN, Barranquilla",Apartamento,2200000,0,2200000,38596,Ciudad Mallorquin,Noroccidente,"Ciudad Mallorquin, Barranquilla",57.0,2,2,1,3,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-barranquilla-altos-del-prado-2-habitaciones-2-banos-1-garajes/21392-M7032477,3126600425,573126600425,Inmobiliaria,NICOLAS ANDRES GONZALEZ  SANCHEZ,11,https://multimedia.metrocuadrado.com/21392-M7032477/21392-M7032477_1.jpg,True,"SE ARRIENDA APARTAMENTO EN CIUDAD MALLORQUIN  Excelente apartamento ubicado en Ciudad Mallorquin, en un sector residencial de gran proyección, tranquilidad y comodidad.  El inmueble cuenta con 57 m², ubicado en cuarto piso con ascensor, y ofrece una distribución práctica y funcional:  2 habitaciones"
MQ-130-M7045553,Metrocuadrado,"Apartamento en Arriendo, Miramar, Barranquilla",Apartamento,2200000,0,2200000,40741,Miramar,Noroccidente,"Miramar, Barranquilla",54.0,2,2,0,4,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-barranquilla-miramar-2-habitaciones-2-banos/130-M7045553,3203509099,573124639876,Inmobiliaria,ALIADOS INMOBILIARIOS,12,https://multimedia.metrocuadrado.com/130-M7045553/130-M7045553_1.jpg,True,"El precio publicado ya incluye el valor de la administración. Apartamento en Arriendo en Conjunto Amaretto en Miramar, Barranquilla Este moderno apartamento de 54 metros cuadrados, ubicado en un séptimo piso con dos ascensores, cuenta  sala-comedor, balcón con vista al parque, cocina integral abiert"
