id,portal,title,property_type,canon,admin_fee,total_price,price_per_m2,neighborhood,zone,address,area_m2,bedrooms,bathrooms,parking,stratum,url,contact_phone,contact_whatsapp,contact_agency,contact_agent_name,images_count,main_image,verified,description
FR-194153799,Finca Raiz,"Apartamento en Arriendo en El porvenir, Barranquilla",Apartamento,1150000,0,1150000,38333,El porvenir,Norte,Calle 76 # 43B - 34 Edificio JARDIN AMERICANO Apto 303,30.0,1,1,0,4,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-el-porvenir-barranquilla/194153799,+5732,,Grupo Arenas,Grupo Arenas,8,https://cdn2.infocasas.com.uy/repo/img/6aa8584219985_infocdn__87687-7-66118732jpg.jpg,True,"Apartamento en arriendo ubicado en la ciudad de Barranquilla sector Porvenir,  cuenta con un área aproximada de 30 m²,  distribuidos en 1  habitación, 1 baños, cocina semi integral, sala-comedor, área de labores, con buena distribución en sus áreas con amplios y cómodos espacios, fresco y acogedor, "
FR-194267696,Finca Raiz,"Apartamento en Arriendo en Paraiso, Barranquilla",Apartamento,1250000,0,1250000,18939,Paraiso,Norte,CARRERA 78 80- 59,66.0,2,2,0,4,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-paraiso-barranquilla/194267696,+5731,,ARIZA & CORREA,ARIZA & CORREA,10,https://cdn2.infocasas.com.uy/repo/img/6aaae16a19b23_infocdn__13f881a2-27bf-4ccc-b7aa-e09ec53999d4.jpeg,True,"traemos para ti este apartamento acogedor de un solo ambiente, con espacio en la terraza para una moto, cuenta con enrejado y un pequeño patio. el apartamento se encuentra ubicado en sector central de la ciudad con supermercados cercanos.  ***"
MQ-10662-M5366680,Metrocuadrado,"Apartamento en Arriendo, GOLF ALTO PRADO, Barranquilla",Apartamento,1300000,0,1300000,54167,Golf Alto Prado,Noroccidente,"Golf Alto Prado, Barranquilla",24.0,1,1,1,5,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-barranquilla-altos-del-prado-1-habitaciones-1-banos-1-garajes/10662-M5366680,3188483040,573188483040,Inmobiliaria,GUILLERMO ARTURO CABREJO CARDENAS,7,https://multimedia.metrocuadrado.com/10662-M5366680/10662-M5366680_11.jpg,True,"APARTAESTUDIO AMOBLADO EN ALTO PRADO – TORRE 50.    Ubicación privilegiada en una de las zonas más exclusivas de Barranquilla  Disfruta del clima caribeño en un ambiente moderno y acogedor.   Totalmente nuevo y equipado para tu comodidad:  Mobiliario completo.  Refrigerador, cocina equipada y baño c"
MQ-130-M6057075,Metrocuadrado,"Apartamento en Arriendo, MIRAMAR   Noroccidente, Barranquilla",Apartamento,1380000,0,1380000,32266,Miramar,Noroccidente,"Miramar, Barranquilla",42.77,2,2,0,4,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-barranquilla-miramar-2-habitaciones-2-banos/130-M6057075,3203509099,573124639876,Inmobiliaria / Persona natural,ALIADOS INMOBILIARIOS,22,https://multimedia.metrocuadrado.com/130-M6057075/130-M6057075_73.jpg,True,"Apartamento ubicado en Miramar conjunto Firenze piso 9, Zona tranquila. El apartamento consta de 2 habitaciones cada una con su propio baño. Sala con ventanal grande con hermosa vista para contemplar los atardeceres. Cocina integral, área de labores, con lavadero y punto para instalar lavadora, un e"
MQ-5410-M6426686,Metrocuadrado,"Apartamento en Arriendo, La Cumbre, Barranquilla",Apartamento,1400000,0,1400000,21538,La Cumbre,Noroccidente,"La Cumbre, Barranquilla",65.0,2,2,1,5,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-barranquilla-la-cumbre-2-habitaciones-1-banos-1-garajes/5410-M6426686,3145889507,573145889507,Inmobiliaria / Inmobiliaria Mchaileh,Asesor Comercial,18,https://multimedia.metrocuadrado.com/5410-M6426686/5410-M6426686_9.jpg,True,"Descubre este acogedor apartamento de 2 habitaciones y 1 baño, con una cocina equipada perfecta para tus creaciones culinarias. Disfruta del aire fresco en el balcón, y relájate en la sala-comedor con tus seres queridos. La zona de ropas te facilitará las tareas del hogar, y tendrás un garaje Descub"
MQ-23769-M7006504,Metrocuadrado,"Apartamento en Arriendo, El Tabor, Barranquilla",Apartamento,1410000,0,1410000,21692,El Tabor,Noroccidente,"El Tabor, Barranquilla",65.0,2,2,0,5,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-barranquilla-el-poblado-2-habitaciones-2-banos/23769-M7006504,3163344763,573163344763,Inmobiliaria,GINA DEL SOCORRO BARRAZA SANJUAN,12,https://multimedia.metrocuadrado.com/23769-M7006504/23769-M7006504_1.jpg,True,"SE ARRIENDA APARTAMENTO PARA ESTRENAR, EXCELENTE UBICACION COMERCIAL Y RESIDENCIAL. CON SU DISTRIBUCION HACEN DE ESTE ESPACIO TRANQUILO Y DISCRETO PARA LAS HABITACIONES DE SUS RESIDENTES. CON DISEÑO PARA FAMILIAS PEQUEÑAS, HACEN DE ESTE LUGAR UN ATRACTIVO PARA QUIENES BUSCAN UNA VIDA DE DESCANSO.  E"
MQ-MC6960345,Metrocuadrado,"Apartamento en Arriendo, ALTO PRADO   Noroccidente, Barranquilla",Apartamento,1000000,424000,1424000,27922,Alto Prado,Noroccidente,"Alto Prado, Barranquilla",51.0,1,1,1,5,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-barranquilla-altos-del-prado-1-habitaciones-1-banos-1-garajes/MC6960345,3214261936,573214261936,Persona natural,Jorge Jorge,12,https://multimedia.metrocuadrado.com/MC6960345/MC6960345_31.jpg,True,"Apartamento en quinto piso con ascensor, iluminado y ventilado. Balcón exterior con malla protectora. Cuenta con baño y cocina remodelados recientemente con acabados de lujo. Una habitación espaciosa con clóset amplio y baño interno. Espacio abierto de sala-comedor y cocina americana. Cuarto de labo"
FR-194056423,Finca Raiz,"Apartamento en Arriendo en Ciudad jardin, Barranquilla",Apartamento,1430000,0,1430000,34878,Ciudad jardin,Norte,"Calle 79b #42F-158, Las Mercedes, Barranquilla, Atlantico, Colombia",41.0,1,1,1,4,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-ciudad-jardin-barranquilla/194056423,+5731,,Fabiola Rueda,Fabiola Rueda,8,https://cdn2.infocasas.com.uy/repo/img/6a6be7703937a_infocdn__trkuvcohv8b7a7hbntinvbdhgwwiatzpqpih7qq3jpg.jpg,True,"Acogedor apartamento de una habitación ubicado en el sexto piso de un edificio con vista a la ciudad. Cuenta con una habitación, un baño, área de sala comedor, área de labores, cocina dotada con mesa pantry y citofonia. El edificio cuenta con ascensor, vigilancia 24h, gimnasio, salón social, terraza"
MERGED-16553-M6807520-193925361,Metrocuadrado + Finca Raiz,"Apartamento en Arriendo en San vicente, Barranquilla",Apartamento,1450000,0,1450000,20714,San Vicente,Norte,"San Vicente, Barranquilla",70.0,2,3,1,5,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-barranquilla-san-vicente-2-habitaciones-3-banos-1-garajes/16553-M6807520,3012924451,573012924451,ASESORAR INMOBILIARIA DEL CARIBE S.A.S / Inmobiliaria,BENJAMIN BARRIOS MUNIVE,25,https://multimedia.metrocuadrado.com/16553-M6807520/16553-M6807520_14.jpg,True,"En el corazón de Barranquilla, en la vibrante Zona Norte del Centro Histórico, se encuentra un apartamento que representa una oportunidad única para quienes buscan un hogar en una ubicación privilegiada. Construido en 2018, este inmueble de estrato 5 combina modernidad y funcionalidad, ofreciendo un"
FR-193995733,Finca Raiz,"Apartamento en Arriendo en Miramar, Barranquilla",Apartamento,1490000,0,1490000,29800,Miramar,Noroccidente,"Edificio Residencial Firenze, Carrera 42F #99A-46, Norte Centro Historico, Barranquilla, Atlántico, Colombia",50.0,2,2,1,3,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-miramar-barranquilla/193995733,57300,,oscar m tapias u,oscar m tapias u,8,https://cdn2.infocasas.com.uy/repo/img/6a5833891daa1_infocdn__ec3yrqwnxugjv3orqxaz5eaqe2iwvgvrdp6affxujpg.jpg,True,Hermoso Apartamento en el sector de Miramar. Conjunto Residencial Firenze
MQ-MC7068323,Metrocuadrado,"Apartamento en Arriendo, ANDALUCIA   Noroccidente, Barranquilla",Apartamento,1180000,313000,1493000,33178,Andalucia,Noroccidente,"Andalucia, Barranquilla",45.0,1,1,1,5,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-barranquilla-andalucia-1-habitaciones-1-banos-1-garajes/MC7068323,3027137754,573027137754,Persona natural,ALEJANDRA  ORTEGA,12,https://multimedia.metrocuadrado.com/MC7068323/MC7068323_1.jpg,True,"Hermoso Apartamento de una alcoba, estancias separadas, acabados de lujo, fresco, iluminado balcón amplio con vista, NO AMOBLADO. Frente complejo deportivo y Parque Tívoli, mejor zona estrato 5 de Barranquilla, a pocas cuadras de C.Cial. Plaza del Parque, Boulevard Buenavista.  CANON   ADMÓN. NO NEG"
MERGED-19116-M6858825-194188422,Metrocuadrado + Finca Raiz,"Apartamento en Arriendo en Ciudad Mallorquin, Barranquilla",Apartamento,1200000,299000,1499000,23062,Ciudad Mallorquin,Noroccidente,"Conjunto Catara - Ciudad Mallorquín, Calle 1E, Sabanilla Montecarmelo, Barranquilla, Ciudad Mallorquín, Puerto Colombia, Atlántico, Colombia",65.0,2,2,2,4,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-barranquilla-conjunto-residencial-villa-campestre-2-habitaciones-2-banos-1-garajes/19116-M6858825,3147112399,573147112399,ANDRES MEDINA / ARIZA & CORREA / ARIZA Y CORREA LTDA / Carlos Segebre / Eliana Licett Velasquez / INMOBILIARIA URBAFINCAS S.A.S / INURBANAS S.A.S. / Inmobiliaria / Katherine Arrieta / Maggly Duran / Mariana Gonzalez Iglesias / PARRA PAEZ CONSTRUCTORA E INMOBILIARIA / Persona natural / Pilonieta Asociados Inmobiliaria / Santiago Mejia / Tu Espacio Ya,IVAN JOSE BERNAL PIÑA,442,https://multimedia.metrocuadrado.com/19116-M6858825/19116-M6858825_30.jpg,True,"Este hermoso apartamento para alquiler se encuentra ubicado en una de las zonas más privilegiadas de Ciudad Mallorquín, en Puerto Colombia, Atlántico, cerca de lugares turísticos y de interés. Con una vista panorámica inigualable y una urbanización cerrada que brinda seguridad y tranquilidad a sus r"
MQ-2398-M7017169,Metrocuadrado,"Apartamento en Arriendo, Villa Carolina, Barranquilla",Apartamento,1500000,0,1500000,15789,Villa Carolina,Norte,"Villa Carolina, Barranquilla",95.0,3,2,0,4,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-barranquilla-villa-carolina-3-habitaciones-2-banos/2398-M7017169,6052517194,573169571403,INURBANAS S.A.S.,Asesor Comercial,12,https://multimedia.metrocuadrado.com/2398-M7017169/2398-M7017169_27.jpg,True,"APARTAMENTO EN PISO 2, UBICADO FRENTE AL PARQUE EL LIMONCITO, UNA UBICACIÓN IDEAL PARA QUIENES VALORAN LA CERCANÍA A ESPACIOS ABIERTOS Y UN ENTORNO AGRADABLE. CUENTA CON ACCESO INDEPENDIENTE, BRINDANDO MAYOR PRIVACIDAD.  CONSTA DE 3 ALCOBAS, 2 BAÑOS, SALA-COMEDOR, COCINA TRADICIONAL Y ÁREA DE LABORE"
MQ-671-M5980193,Metrocuadrado,"Apartamento en Arriendo, La Cumbre, Barranquilla",Apartamento,1500000,0,1500000,16667,La Cumbre,Noroccidente,"La Cumbre, Barranquilla",90.0,3,1,0,4,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-barranquilla-la-cumbre-3-habitaciones-1-banos/671-M5980193,3104736731,573160232662,Inmobiliaria,Agencia Arenas Arenas,12,https://multimedia.metrocuadrado.com/671-M5980193/671-M5980193_15.jpg,True,"Apartamento en Arriendo en la ciudad de Barranquilla ubicado en el barrio la cumbre, con un área aproximada de 90 mt2 , distribuidos en 3 habitaciones, 1 baño, cocina tradicional, zona de labores, buena distribución en sus áreas, es fresco y acogedor, su entorno es tranquilo, residencial con cómodas"
MQ-671-M5980205,Metrocuadrado,"Apartamento en Arriendo, La Cumbre, Barranquilla",Apartamento,1500000,0,1500000,18750,La Cumbre,Noroccidente,"La Cumbre, Barranquilla",80.0,2,1,0,4,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-barranquilla-la-cumbre-2-habitaciones-1-banos/671-M5980205,3104736731,573160232662,Inmobiliaria,Agencia Arenas Arenas,12,https://multimedia.metrocuadrado.com/671-M5980205/671-M5980205_13.jpg,True,"Apartamento en Arriendo en la ciudad de Barranquilla ubicado en el barrio la cumbre, con un área aproximada de 80 mt2 , distribuidos en 2 habitaciones, 1 baño, cocina tradicional, zona de labores, buena distribución en sus áreas, es fresco y acogedor, su entorno es tranquilo, residencial con cómodas"
MQ-671-M5475548,Metrocuadrado,"Apartamento en Arriendo, Paraiso, Barranquilla",Apartamento,1500000,0,1500000,22388,Paraiso,Norte,"Paraiso, Barranquilla",67.0,1,1,0,4,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-barranquilla-paraiso-1-habitaciones-1-banos/671-M5475548,3104736731,573160232662,Inmobiliaria,Agencia Arenas Arenas,12,https://multimedia.metrocuadrado.com/671-M5475548/671-M5475548_73.jpg,True,"Apartamento en arriendo amoblado en la ciudad de Barranquilla ubicado en el barrio Paraíso, con un área aproximada de 67 mt2, distribuidos en 1 habitación, 1 baño, sala-comedor, cocina, terraza y zona de labores, buena distribución en sus áreas con buenos y acabados, es fresco y acogedor, su entorno"
MQ-9851-M7017928,Metrocuadrado,"Apartamento en Arriendo, Villa Carolina, Barranquilla",Apartamento,1226500,273500,1500000,23697,Villa Carolina,Norte,"Villa Carolina, Barranquilla",63.3,3,2,1,4,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-barranquilla-villa-carolina-3-habitaciones-2-banos-1-garajes/9851-M7017928,6053303333,573176969321,FINANCAR S.A,Asesor Comercial,12,https://multimedia.metrocuadrado.com/9851-M7017928/9851-M7017928_27.jpg,True,"Cómodo apartamento, fresco y con excelente iluminación natural, ubicado en un agradable sector residencial, tranquilo y seguro.  El edificio cuenta con excelentes zonas comunes para disfrutar en familia, entre ellas piscina, parque infantil y salón social.  Su ubicación es privilegiada, cerca de par"
FR-192958001,Finca Raiz,"Apartamento en Arriendo en La concepcion, Barranquilla",Apartamento,1297755,202245,1500000,27273,La concepcion,Noroccidente,Carrera 73  # 75 - 152  apto 1504 Torre 2  Edificio Ribera Alta Apto,55.0,2,2,0,4,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-la-concepcion-barranquilla/192958001,+5731,,Financar S.A.,Financar S.A.,18,https://cdn2.infocasas.com.uy/repo/img/68e58fc083d58_infocdn__103652-17-110876929jpg.jpg,True,"Apartamento ubicado al norte de la ciudad de ambiente fresco luz natural durante el día. Cuenta con cocina integral con mesón en granito pulido gabinetes superior e inferiores, sala comedor, hall de alcoba, el apto es lado sol en la mañana, vista exterior, aire condicionado en habitación principal, "
MQ-MC6043693,Metrocuadrado,"Apartamento en Arriendo, ALTOS DE RIOMAR   Noroccidente, Barranquilla",Apartamento,1150000,361000,1511000,33578,Altos de Riomar,Noroccidente,"Altos de Riomar, Barranquilla",45.0,1,1,1,5,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-barranquilla-altos-de-riomar-1-habitaciones-1-banos-1-garajes/MC6043693,3027137754,573027137754,Persona natural,ALEJANDRA  ORTEGA,10,https://multimedia.metrocuadrado.com/MC6043693/MC6043693_7.jpg,True,"Hermoso Apartamento de una alcoba, estancias separadas, acabados de lujo, fresco, iluminado balcón amplio con vista . Frente complejo deportivo y Parque Tívoli, mejor zona estrato 5 de Barranquilla, a pocas cuadras de C.Cial. Plaza del Parque, Boulevard Buenavista.  CANON mas ADMÓN. NO NEGOCIABLE. D"
MQ-22682-M6607339,Metrocuadrado,"Apartamento en Arriendo, La Cumbre, Barranquilla",Apartamento,1600000,0,1600000,23881,La Cumbre,Noroccidente,"La Cumbre, Barranquilla",67.0,2,1,1,4,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-barranquilla-la-cumbre-2-habitaciones-1-banos-1-garajes/22682-M6607339,3180182044,573178020627,Inmobiliaria,JULIAN FERNANDO BARCENAS VARGAS,11,https://multimedia.metrocuadrado.com/22682-M6607339/22682-M6607339_23.jpg,True,"Descubre este elegante apartamento en zona residencial, con 2 habitaciones, 1 baño y 1 parqueadero independiente. Disfruta de su iluminación natural, sala-comedor, cocina integral, zona de ropas y piso en porcelanato. Ubicado en conjunto cerrado con vigilancia 7x12, zonas verdes y parqueadero para m"
MQ-14392-M5997851,Metrocuadrado,"Apartamento en Arriendo, Barranquilla Ciudad De Mallorquin, Barranquilla",Apartamento,1385000,215000,1600000,28070,Ciudad de Mallorquin,Noroccidente,"Ciudad de Mallorquin, Barranquilla",57.0,2,2,0,3,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-barranquilla-ciudad-de-mallorquin-2-habitaciones-2-banos/14392-M5997851,3155305035,573155305035,FINANZAL S.A. / Inmobiliaria,MARIA ISABEL OSPINA HENRÍQUEZ,51,https://multimedia.metrocuadrado.com/14392-M5997851/14392-M5997851_62.jpg,True,"Descubre la comodidad y tranquilidad que te ofrece este moderno apartamento ubicado en una de las zonas más exclusivas de la ciudad de Mallorquin. Con un área total de 57.0 metros cuadrados, este inmueble cuenta con una distribución inteligente y funcional, lo que lo convierte en una excelente opció"
MQ-2398-M5986410,Metrocuadrado,"Apartamento en Arriendo, Paraiso, Barranquilla",Apartamento,1600000,0,1600000,40000,Paraiso,Norte,"Paraiso, Barranquilla",40.0,2,1,0,4,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-barranquilla-paraiso-2-habitaciones-1-banos/2398-M5986410,6052517194,573169571403,INURBANAS S.A.S.,Asesor Comercial,7,https://multimedia.metrocuadrado.com/2398-M5986410/2398-M5986410_15.jpg,True,"¡OPORTUNIDAD! COCINA OCULTA CON APARTAMENTO PARA EMPLEADOS, IDEAL PARA NEGOCIO DE COMIDAS POR DOMICILIO, PUNTO ESTRATÉGICO CON COVERTURA EN ZONA NORTE Y CENTRO, EL APARTAMENTO CUENTA CON 2 ALCOBAS Y UN BAÑO. CÓDIGO INTERNO 14974."
MQ-13957-M6755686,Metrocuadrado,"Apartamento en Arriendo, La Cumbre, Barranquilla",Apartamento,1600000,0,1600000,53333,La Cumbre,Noroccidente,"La Cumbre, Barranquilla",30.0,1,1,1,4,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-barranquilla-la-cumbre-1-habitaciones-1-banos-1-garajes/13957-M6755686,3241000082,573014726883,CONINSA RAMON H. S.A.,Asesor Comercial,12,https://multimedia.metrocuadrado.com/13957-M6755686/13957-M6755686_386.jpg,True,APARTAMENTO 1 PRIMER PISO Canon mensual $1.600.000 Amoblado   Sala comedor con sofá Cocina con nevera y microondas 1 habitación 2 camas Aire acondicionado Abanico TV Clóset Baño independiente 2 escritorios  INCLUYE SERVICIOS PUBLICOS
MQ-19116-M7011580,Metrocuadrado,"Apartamento en Arriendo, EL TABOR, Barranquilla",Apartamento,1600000,40000,1640000,20000,El Tabor,Noroccidente,"El Tabor, Barranquilla",82.0,3,2,1,4,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-barranquilla-el-tabor-3-habitaciones-2-banos-1-garajes/19116-M7011580,3147112399,573147112399,Inmobiliaria,IVAN JOSE BERNAL PIÑA,12,https://multimedia.metrocuadrado.com/19116-M7011580/19116-M7011580_19.jpg,True,"Esta encantadora propiedad ubicada en el histórico sector de El Tabor en Barranquilla, ofrece la oportunidad de disfrutar de un acogedor apartamento REMODELADO y con la administración incluida, con un área de 82 m2, piso 3 acceso por escaleras con descanso, lado sombra, fresco y acogedor, consta de "
FR-192126512,Finca Raiz,"Apartamento en Arriendo en Villa carolina, Barranquilla",Apartamento,1700000,0,1700000,17000,Villa carolina,Noroccidente,CARRERA 75A 86B- 39,100.0,0,1,0,4,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-villa-carolina-barranquilla/192126512,32055,,Cherenek SAS,Cherenek SAS,17,https://cdn2.infocasas.com.uy/repo/img/67f94f828addb_infocdn__ff38b5de-1490-4cd2-a1f2-11dda839015d.jpeg,True,"apartamento tipo casa en segundo piso con garaje , ubicado en el barrio Villa carolina,  de la ciudad de Barranquilla, cuenta con un área de 100m2,  3 alcobas, 3 baños, sala-comedor, cocina tradicional, hall de alcobas y área de labores y cuarto del servicio. El edificio cuenta con acceso a parquead"
